,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,FactValueNumeric,Value,Language,DateModified
2203,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,LBR,Liberia,Year,2010,False,50.64,50.64,EN,2023-12-05 00:00:00
2204,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2010,False,507.8,507.75,EN,2023-12-05 00:00:00
2205,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CAN,Canada,Year,2010,False,5084.0,5083.98,EN,2023-12-05 00:00:00
2206,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SEN,Senegal,Year,2010,False,51.82,51.82,EN,2023-12-05 00:00:00
2207,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,UGA,Uganda,Year,2010,False,51.96,51.96,EN,2023-12-05 00:00:00
2208,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,IRL,Ireland,Year,2010,False,5133.0,5133.46,EN,2023-12-05 00:00:00
2209,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2010,False,5192.0,5191.69,EN,2023-12-05 00:00:00
2210,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2010,False,52.43,52.43,EN,2023-12-05 00:00:00
2211,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,NAM,Namibia,Year,2010,False,522.2,522.16,EN,2023-12-05 00:00:00
2212,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,TUR,Türkiye,Year,2010,False,532.9,532.93,EN,2023-12-05 00:00:00
2213,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,MEX,Mexico,Year,2010,False,539.3,539.27,EN,2023-12-05 00:00:00
2214,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2010,False,54.1,54.1,EN,2023-12-05 00:00:00
2215,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COG,Congo,Year,2010,False,54.86,54.86,EN,2023-12-05 00:00:00
2216,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SRB,Serbia,Year,2010,False,545.3,545.33,EN,2023-12-05 00:00:00
2217,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,HTI,Haiti,Year,2010,False,55.51,55.51,EN,2023-12-05 00:00:00
2218,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2010,False,558.4,558.37,EN,2023-12-05 00:00:00
2219,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2010,False,56.37,56.37,EN,2023-12-05 00:00:00
2220,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2010,False,567.0,567.03,EN,2023-12-05 00:00:00
2221,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2010,False,572.4,572.42,EN,2023-12-05 00:00:00
2222,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2010,False,58.4,58.4,EN,2023-12-05 00:00:00
2223,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,KEN,Kenya,Year,2010,False,58.93,58.93,EN,2023-12-05 00:00:00
2224,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2010,False,60.76,60.76,EN,2023-12-05 00:00:00
2225,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2010,False,607.6,607.55,EN,2023-12-05 00:00:00
2226,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,PAN,Panama,Year,2010,False,608.3,608.25,EN,2023-12-05 00:00:00
2227,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CUB,Cuba,Year,2010,False,609.0,608.96,EN,2023-12-05 00:00:00
2228,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2010,False,614.1,614.13,EN,2023-12-05 00:00:00
2229,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,DNK,Denmark,Year,2010,False,6171.0,6171.29,EN,2023-12-05 00:00:00
2230,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2010,False,628.1,628.13,EN,2023-12-05 00:00:00
2231,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2010,False,64.44,64.44,EN,2023-12-05 00:00:00
2232,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2010,False,654.2,654.17,EN,2023-12-05 00:00:00
2233,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2010,False,655.1,655.12,EN,2023-12-05 00:00:00
2234,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LVA,Latvia,Year,2010,False,689.1,689.08,EN,2023-12-05 00:00:00
2235,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COM,Comoros,Year,2010,False,69.09,69.09,EN,2023-12-05 00:00:00
2236,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GHA,Ghana,Year,2010,False,71.61,71.61,EN,2023-12-05 00:00:00
2237,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2010,False,71.99,71.99,EN,2023-12-05 00:00:00
2238,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2010,False,71.99,71.99,EN,2023-12-05 00:00:00
2239,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2010,False,720.9,720.92,EN,2023-12-05 00:00:00
2240,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2010,False,73.04,73.04,EN,2023-12-05 00:00:00
2241,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2010,False,74.38,74.38,EN,2023-12-05 00:00:00
2242,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2010,False,7460.0,7459.84,EN,2023-12-05 00:00:00
2243,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2010,False,75.59,75.59,EN,2023-12-05 00:00:00
2244,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2010,False,76.49,76.49,EN,2023-12-05 00:00:00
2245,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2010,False,7640.0,7640.45,EN,2023-12-05 00:00:00
2246,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,USA,United States of America,Year,2010,False,7833.0,7833.04,EN,2023-12-05 00:00:00
2247,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,NOR,Norway,Year,2010,False,7860.0,7859.52,EN,2023-12-05 00:00:00
2248,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2010,False,788.5,788.5,EN,2023-12-05 00:00:00
2249,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MCO,Monaco,Year,2010,False,8013.0,8013.05,EN,2023-12-05 00:00:00
2250,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2010,False,805.2,805.22,EN,2023-12-05 00:00:00
2251,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,809.2,809.2,EN,2023-12-05 00:00:00
2252,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2010,False,811.3,811.33,EN,2023-12-05 00:00:00
2253,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2010,False,85.4,85.4,EN,2023-12-05 00:00:00
2254,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2010,False,856.7,856.67,EN,2023-12-05 00:00:00
2255,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2010,False,86.36,86.36,EN,2023-12-05 00:00:00
2256,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,866.4,866.39,EN,2023-12-05 00:00:00
2257,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2010,False,87.46,87.46,EN,2023-12-05 00:00:00
2258,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CHL,Chile,Year,2010,False,870.7,870.71,EN,2023-12-05 00:00:00
2259,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2010,False,88.69,88.69,EN,2023-12-05 00:00:00
2260,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BRA,Brazil,Year,2010,False,893.8,893.78,EN,2023-12-05 00:00:00
2261,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2010,False,90.96,90.96,EN,2023-12-05 00:00:00
2262,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2010,False,92.13,92.13,EN,2023-12-05 00:00:00
2263,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2010,False,96.37,96.37,EN,2023-12-05 00:00:00
2264,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,AGO,Angola,Year,2010,False,96.66,96.66,EN,2023-12-05 00:00:00
2265,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,EST,Estonia,Year,2010,False,966.2,966.19,EN,2023-12-05 00:00:00
2266,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2010,False,98.25,98.25,EN,2023-12-05 00:00:00
2267,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,ARG,Argentina,Year,2010,False,980.1,980.14,EN,2023-12-05 00:00:00
2268,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,HUN,Hungary,Year,2010,False,983.1,983.11,EN,2023-12-05 00:00:00
2269,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2010,False,99.48,99.48,EN,2023-12-05 00:00:00
2270,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2010,False,99.99,99.99,EN,2023-12-05 00:00:00
2271,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2009,False,,,EN,2023-12-05 00:00:00
2272,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,EST,Estonia,Year,2009,False,1007.0,1006.51,EN,2023-12-05 00:00:00
2273,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2009,False,1007.0,1007.31,EN,2023-12-05 00:00:00
2274,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2009,False,101.2,101.22,EN,2023-12-05 00:00:00
2275,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2009,False,1026.0,1025.88,EN,2023-12-05 00:00:00
2276,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2009,False,1099.0,1099.14,EN,2023-12-05 00:00:00
2277,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2009,False,110.5,110.53,EN,2023-12-05 00:00:00
2278,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BRB,Barbados,Year,2009,False,1165.0,1165.38,EN,2023-12-05 00:00:00
2279,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2009,False,117.5,117.48,EN,2023-12-05 00:00:00
2280,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,HRV,Croatia,Year,2009,False,1188.0,1187.55,EN,2023-12-05 00:00:00
2281,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,AGO,Angola,Year,2009,False,120.0,120.03,EN,2023-12-05 00:00:00
2282,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2009,False,121.8,121.84,EN,2023-12-05 00:00:00
2283,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2009,False,127.8,127.8,EN,2023-12-05 00:00:00
2284,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2009,False,1285.0,1284.76,EN,2023-12-05 00:00:00
2285,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2009,False,13.18,13.18,EN,2023-12-05 00:00:00
2286,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2009,False,1305.0,1305.49,EN,2023-12-05 00:00:00
2287,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2009,False,1317.0,1316.83,EN,2023-12-05 00:00:00
2288,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SVK,Slovakia,Year,2009,False,1320.0,1320.09,EN,2023-12-05 00:00:00
2289,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2009,False,134.3,134.31,EN,2023-12-05 00:00:00
2290,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2009,False,139.1,139.06,EN,2023-12-05 00:00:00
2291,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2009,False,1397.0,1396.73,EN,2023-12-05 00:00:00
2292,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CZE,Czechia,Year,2009,False,1442.0,1442.24,EN,2023-12-05 00:00:00
2293,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2009,False,15.36,15.36,EN,2023-12-05 00:00:00
2294,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2009,False,150.4,150.36,EN,2023-12-05 00:00:00
2295,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,GUY,Guyana,Year,2009,False,150.4,150.38,EN,2023-12-05 00:00:00
2296,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,HND,Honduras,Year,2009,False,158.5,158.54,EN,2023-12-05 00:00:00
2297,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,CHN,China,Year,2009,False,165.3,165.29,EN,2023-12-05 00:00:00
2298,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2009,False,165.4,165.44,EN,2023-12-05 00:00:00
2299,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MLT,Malta,Year,2009,False,1677.0,1677.36,EN,2023-12-05 00:00:00
2300,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2009,False,168.7,168.72,EN,2023-12-05 00:00:00
2301,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2009,False,168.7,168.74,EN,2023-12-05 00:00:00
2302,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2009,False,168.9,168.86,EN,2023-12-05 00:00:00
2303,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2009,False,171.0,170.97,EN,2023-12-05 00:00:00
2304,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2009,False,18.21,18.21,EN,2023-12-05 00:00:00
2305,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2009,False,18.57,18.57,EN,2023-12-05 00:00:00
2306,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,BDI,Burundi,Year,2009,False,18.82,18.82,EN,2023-12-05 00:00:00
2307,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2009,False,187.8,187.77,EN,2023-12-05 00:00:00
2308,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2009,False,19.97,19.97,EN,2023-12-05 00:00:00
2309,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2009,False,20.98,20.98,EN,2023-12-05 00:00:00
2310,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ISR,Israel,Year,2009,False,2036.0,2036.26,EN,2023-12-05 00:00:00
2311,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,PER,Peru,Year,2009,False,208.4,208.39,EN,2023-12-05 00:00:00
2312,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2009,False,208.5,208.53,EN,2023-12-05 00:00:00
2313,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,DZA,Algeria,Year,2009,False,208.9,208.94,EN,2023-12-05 00:00:00
2314,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2009,False,21.83,21.83,EN,2023-12-05 00:00:00
2315,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2009,False,2105.0,2105.48,EN,2023-12-05 00:00:00
2316,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2009,False,2125.0,2125.06,EN,2023-12-05 00:00:00
2317,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2009,False,216.6,216.59,EN,2023-12-05 00:00:00
2318,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2009,False,22.66,22.66,EN,2023-12-05 00:00:00
2319,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2009,False,2250.0,2249.53,EN,2023-12-05 00:00:00
2320,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2009,False,228.5,228.49,EN,2023-12-05 00:00:00
2321,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2009,False,229.1,229.13,EN,2023-12-05 00:00:00
2322,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2009,False,23.66,23.66,EN,2023-12-05 00:00:00
2323,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,PRT,Portugal,Year,2009,False,2347.0,2346.54,EN,2023-12-05 00:00:00
2324,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2009,False,238.3,238.27,EN,2023-12-05 00:00:00
2325,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ALB,Albania,Year,2009,False,239.4,239.44,EN,2023-12-05 00:00:00
2326,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GIN,Guinea,Year,2009,False,24.0,24.0,EN,2023-12-05 00:00:00
2327,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,NER,Niger,Year,2009,False,24.41,24.41,EN,2023-12-05 00:00:00
2328,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BLZ,Belize,Year,2009,False,242.1,242.09,EN,2023-12-05 00:00:00
2329,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2009,False,244.8,244.84,EN,2023-12-05 00:00:00
2330,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2009,False,246.0,245.96,EN,2023-12-05 00:00:00
2331,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2009,False,246.0,245.99,EN,2023-12-05 00:00:00
2332,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,246.3,246.34,EN,2023-12-05 00:00:00
2333,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2009,False,255.4,255.38,EN,2023-12-05 00:00:00
2334,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2009,False,255.6,255.58,EN,2023-12-05 00:00:00
2335,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2009,False,266.2,266.23,EN,2023-12-05 00:00:00
2336,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2009,False,27.6,27.6,EN,2023-12-05 00:00:00
2337,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2009,False,27.63,27.63,EN,2023-12-05 00:00:00
2338,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2009,False,2714.0,2713.81,EN,2023-12-05 00:00:00
2339,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,GEO,Georgia,Year,2009,False,274.7,274.68,EN,2023-12-05 00:00:00
2340,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,GRC,Greece,Year,2009,False,2809.0,2809.06,EN,2023-12-05 00:00:00
