,Unnamed: 0,index,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value
7709,7709,7709,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2007,False,Sex,Female,SEX_FMLE,3.86,2.64,5.2,3.9 [2.6 - 5.2]
7710,7710,7710,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GAB,Gabon,Year,2007,False,Sex,Female,SEX_FMLE,3.92,2.75,5.19,3.9 [2.7 - 5.2]
7711,7711,7711,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,BEN,Benin,Year,2007,False,Sex,Male,SEX_MLE,4.02,1.27,7.18,4.0 [1.3 - 7.2]
7712,7712,7712,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2007,False,Sex,Male,SEX_MLE,3.99,1.77,6.49,4.0 [1.8 - 6.5]
7713,7713,7713,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HTI,Haiti,Year,2007,False,Sex,Both sexes,SEX_BTSX,3.98,2.24,5.85,4.0 [2.2 - 5.8]
7714,7714,7714,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2007,False,Sex,Female,SEX_FMLE,4.0,2.56,5.47,4.0 [2.6 - 5.5]
7715,7715,7715,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2007,False,Sex,Male,SEX_MLE,4.14,1.81,6.56,4.1 [1.8 - 6.6]
7716,7716,7716,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.08,2.12,6.08,4.1 [2.1 - 6.1]
7717,7717,7717,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,NIC,Nicaragua,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.09,2.3,6.02,4.1 [2.3 - 6.0]
7718,7718,7718,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,HRV,Croatia,Year,2007,False,Sex,Female,SEX_FMLE,4.15,2.43,5.96,4.1 [2.4 - 6.0]
7719,7719,7719,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,GRC,Greece,Year,2007,False,Sex,Female,SEX_FMLE,4.14,2.87,5.44,4.1 [2.9 - 5.4]
7720,7720,7720,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,CHN,China,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.23,2.24,6.31,4.2 [2.2 - 6.3]
7721,7721,7721,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.19,2.17,6.35,4.2 [2.2 - 6.4]
7722,7722,7722,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,LBR,Liberia,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.18,2.35,6.24,4.2 [2.3 - 6.2]
7723,7723,7723,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,USA,United States of America,Year,2007,False,Sex,Female,SEX_FMLE,4.24,3.0,5.59,4.2 [3.0 - 5.6]
7724,7724,7724,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.29,2.42,6.35,4.3 [2.4 - 6.4]
7725,7725,7725,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,SWE,Sweden,Year,2007,False,Sex,Female,SEX_FMLE,4.27,2.8,5.71,4.3 [2.8 - 5.7]
7726,7726,7726,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,CYP,Cyprus,Year,2007,False,Sex,Female,SEX_FMLE,4.28,2.98,5.64,4.3 [3.0 - 5.6]
7727,7727,7727,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2007,False,Sex,Female,SEX_FMLE,4.33,3.0,5.71,4.3 [3.0 - 5.7]
7728,7728,7728,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,NAM,Namibia,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.43,2.42,6.6,4.4 [2.4 - 6.6]
7729,7729,7729,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2007,False,Sex,Both sexes,SEX_BTSX,4.43,2.37,6.66,4.4 [2.4 - 6.7]
7730,7730,7730,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CAN,Canada,Year,2007,False,Sex,Female,SEX_FMLE,4.44,2.98,5.85,4.4 [3.0 - 5.8]
7731,7731,7731,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2007,False,Sex,Male,SEX_MLE,4.49,2.1,7.12,4.5 [2.1 - 7.1]
7732,7732,7732,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,MKD,North Macedonia,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.51,2.48,6.75,4.5 [2.5 - 6.7]
7733,7733,7733,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2007,False,Sex,Male,SEX_MLE,4.64,1.93,7.66,4.6 [1.9 - 7.7]
7734,7734,7734,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BGR,Bulgaria,Year,2007,False,Sex,Female,SEX_FMLE,4.55,3.26,5.87,4.6 [3.3 - 5.9]
7735,7735,7735,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ISR,Israel,Year,2007,False,Sex,Male,SEX_MLE,4.7,2.21,7.41,4.7 [2.2 - 7.4]
7736,7736,7736,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CRI,Costa Rica,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.65,2.67,6.66,4.7 [2.7 - 6.7]
7737,7737,7737,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2007,False,Sex,Female,SEX_FMLE,4.83,3.44,6.32,4.8 [3.4 - 6.3]
7738,7738,7738,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2007,False,Sex,Female,SEX_FMLE,4.84,3.49,6.34,4.8 [3.5 - 6.3]
7739,7739,7739,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BHS,Bahamas,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.88,0.5,9.14,4.9 [0.5 - 9.1]
7740,7740,7740,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2007,False,Sex,Male,SEX_MLE,4.9,1.93,8.11,4.9 [1.9 - 8.1]
7741,7741,7741,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,IND,India,Year,2007,False,Sex,Male,SEX_MLE,4.88,1.98,8.08,4.9 [2.0 - 8.1]
7742,7742,7742,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,JAM,Jamaica,Year,2007,False,Sex,Male,SEX_MLE,4.88,2.1,7.87,4.9 [2.1 - 7.9]
7743,7743,7743,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GHA,Ghana,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.88,2.29,7.57,4.9 [2.3 - 7.6]
7744,7744,7744,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ARM,Armenia,Year,2007,False,Sex,Both sexes,SEX_BTSX,4.88,2.83,7.1,4.9 [2.8 - 7.1]
7745,7745,7745,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,LCA,Saint Lucia,Year,2007,False,Sex,Female,SEX_FMLE,4.87,3.2,6.48,4.9 [3.2 - 6.5]
7746,7746,7746,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,SVK,Slovakia,Year,2007,False,Sex,Female,SEX_FMLE,4.92,3.49,6.5,4.9 [3.5 - 6.5]
7747,7747,7747,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CMR,Cameroon,Year,2007,False,Sex,Female,SEX_FMLE,4.97,3.22,6.72,5.0 [3.2 - 6.7]
7748,7748,7748,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,DNK,Denmark,Year,2007,False,Sex,Female,SEX_FMLE,4.99,3.53,6.48,5.0 [3.5 - 6.5]
7749,7749,7749,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,SUR,Suriname,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.12,3.14,7.3,5.1 [3.1 - 7.3]
7750,7750,7750,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BEL,Belgium,Year,2007,False,Sex,Female,SEX_FMLE,5.11,3.61,6.57,5.1 [3.6 - 6.6]
7751,7751,7751,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,FIN,Finland,Year,2007,False,Sex,Female,SEX_FMLE,5.11,3.69,6.57,5.1 [3.7 - 6.6]
7752,7752,7752,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ESP,Spain,Year,2007,False,Sex,Female,SEX_FMLE,5.14,3.77,6.66,5.1 [3.8 - 6.7]
7753,7753,7753,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,SLV,El Salvador,Year,2007,False,Sex,Male,SEX_MLE,5.18,2.49,8.0,5.2 [2.5 - 8.0]
7754,7754,7754,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ZMB,Zambia,Year,2007,False,Sex,Male,SEX_MLE,5.18,2.5,8.02,5.2 [2.5 - 8.0]
7755,7755,7755,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,UKR,Ukraine,Year,2007,False,Sex,Female,SEX_FMLE,5.21,3.61,6.78,5.2 [3.6 - 6.8]
7756,7756,7756,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,POL,Poland,Year,2007,False,Sex,Female,SEX_FMLE,5.15,3.61,6.89,5.2 [3.6 - 6.9]
7757,7757,7757,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,AUS,Australia,Year,2007,False,Sex,Female,SEX_FMLE,5.23,3.82,6.73,5.2 [3.8 - 6.7]
7758,7758,7758,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,SVN,Slovenia,Year,2007,False,Sex,Female,SEX_FMLE,5.26,3.88,6.7,5.3 [3.9 - 6.7]
7759,7759,7759,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,CHE,Switzerland,Year,2007,False,Sex,Female,SEX_FMLE,5.34,3.87,6.94,5.3 [3.9 - 6.9]
7760,7760,7760,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2007,False,Sex,Male,SEX_MLE,5.39,1.97,8.94,5.4 [2.0 - 8.9]
7761,7761,7761,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HND,Honduras,Year,2007,False,Sex,Male,SEX_MLE,5.42,2.93,8.36,5.4 [2.9 - 8.4]
7762,7762,7762,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,COL,Colombia,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.38,3.22,7.64,5.4 [3.2 - 7.6]
7763,7763,7763,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.41,3.16,7.65,5.4 [3.2 - 7.7]
7764,7764,7764,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,HUN,Hungary,Year,2007,False,Sex,Female,SEX_FMLE,5.37,3.74,7.13,5.4 [3.7 - 7.1]
7765,7765,7765,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,AND,Andorra,Year,2007,False,Sex,Female,SEX_FMLE,5.42,3.91,7.02,5.4 [3.9 - 7.0]
7766,7766,7766,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,PRT,Portugal,Year,2007,False,Sex,Female,SEX_FMLE,5.43,3.93,7.05,5.4 [3.9 - 7.0]
7767,7767,7767,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.52,3.42,7.73,5.5 [3.4 - 7.7]
7768,7768,7768,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2007,False,Sex,Female,SEX_FMLE,5.48,4.05,6.92,5.5 [4.1 - 6.9]
7769,7769,7769,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,TCD,Chad,Year,2007,False,Sex,Male,SEX_MLE,5.63,1.57,9.74,5.6 [1.6 - 9.7]
7770,7770,7770,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CUB,Cuba,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.57,3.2,8.01,5.6 [3.2 - 8.0]
7771,7771,7771,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.59,3.39,7.96,5.6 [3.4 - 8.0]
7772,7772,7772,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,GUY,Guyana,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.62,3.56,7.77,5.6 [3.6 - 7.8]
7773,7773,7773,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,LVA,Latvia,Year,2007,False,Sex,Female,SEX_FMLE,5.62,3.87,7.5,5.6 [3.9 - 7.5]
7774,7774,7774,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.73,2.7,8.7,5.7 [2.7 - 8.7]
7775,7775,7775,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,MEX,Mexico,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.67,3.24,8.25,5.7 [3.2 - 8.2]
7776,7776,7776,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2007,False,Sex,Female,SEX_FMLE,5.67,3.83,7.66,5.7 [3.8 - 7.7]
7777,7777,7777,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,DEU,Germany,Year,2007,False,Sex,Female,SEX_FMLE,5.75,4.24,7.26,5.7 [4.2 - 7.3]
7778,7778,7778,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ALB,Albania,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.81,3.6,8.15,5.8 [3.6 - 8.2]
7779,7779,7779,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,FRA,France,Year,2007,False,Sex,Female,SEX_FMLE,5.76,4.17,7.39,5.8 [4.2 - 7.4]
7780,7780,7780,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,AUT,Austria,Year,2007,False,Sex,Female,SEX_FMLE,5.78,4.27,7.36,5.8 [4.3 - 7.4]
7781,7781,7781,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2007,False,Sex,Male,SEX_MLE,5.94,2.64,9.31,5.9 [2.6 - 9.3]
7782,7782,7782,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,COG,Congo,Year,2007,False,Sex,Male,SEX_MLE,5.9,3.0,8.87,5.9 [3.0 - 8.9]
7783,7783,7783,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,ECU,Ecuador,Year,2007,False,Sex,Male,SEX_MLE,5.87,3.28,8.73,5.9 [3.3 - 8.7]
7784,7784,7784,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.92,3.58,8.27,5.9 [3.6 - 8.3]
7785,7785,7785,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,PAN,Panama,Year,2007,False,Sex,Both sexes,SEX_BTSX,5.87,3.75,8.19,5.9 [3.8 - 8.2]
7786,7786,7786,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,LUX,Luxembourg,Year,2007,False,Sex,Female,SEX_FMLE,5.89,4.22,7.8,5.9 [4.2 - 7.8]
7787,7787,7787,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GMB,Gambia,Year,2007,False,Sex,Male,SEX_MLE,6.03,3.1,9.39,6.0 [3.1 - 9.4]
7788,7788,7788,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,RUS,Russian Federation,Year,2007,False,Sex,Female,SEX_FMLE,6.02,4.42,7.63,6.0 [4.4 - 7.6]
7789,7789,7789,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MWI,Malawi,Year,2007,False,Sex,Male,SEX_MLE,6.08,2.63,9.66,6.1 [2.6 - 9.7]
7790,7790,7790,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.06,3.63,8.52,6.1 [3.6 - 8.5]
7791,7791,7791,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,GEO,Georgia,Year,2007,False,Sex,Female,SEX_FMLE,6.12,4.22,8.15,6.1 [4.2 - 8.2]
7792,7792,7792,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.22,3.99,8.56,6.2 [4.0 - 8.6]
7793,7793,7793,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2007,False,Sex,Male,SEX_MLE,6.28,2.73,10.02,6.3 [2.7 - 10.0]
7794,7794,7794,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,CZE,Czechia,Year,2007,False,Sex,Female,SEX_FMLE,6.28,4.74,8.04,6.3 [4.7 - 8.0]
7795,7795,7795,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,LSO,Lesotho,Year,2007,False,Sex,Male,SEX_MLE,6.41,3.32,9.99,6.4 [3.3 - 10.0]
7796,7796,7796,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HTI,Haiti,Year,2007,False,Sex,Male,SEX_MLE,6.39,3.59,9.42,6.4 [3.6 - 9.4]
7797,7797,7797,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BLZ,Belize,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.43,3.67,9.27,6.4 [3.7 - 9.3]
7798,7798,7798,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,BDI,Burundi,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.39,3.96,9.01,6.4 [4.0 - 9.0]
7799,7799,7799,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,URY,Uruguay,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.44,4.13,8.86,6.4 [4.1 - 8.9]
7800,7800,7800,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.5,3.35,9.99,6.5 [3.4 - 10.0]
7801,7801,7801,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,PER,Peru,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.48,3.87,9.1,6.5 [3.9 - 9.1]
7802,7802,7802,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2007,False,Sex,Both sexes,SEX_BTSX,6.46,4.06,8.85,6.5 [4.1 - 8.9]
7803,7803,7803,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,UGA,Uganda,Year,2007,False,Sex,Female,SEX_FMLE,6.5,4.77,8.38,6.5 [4.8 - 8.4]
